Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
2112,<5,<5,"2,952",39,615,15,235,<5,592,"1,329",988,"1,089",292,434,67,111,<5,"4,096",527,<5,21,31,0,<5,<5,39,202
2113,14,<5,"1,820",27,327,11,126,<5,548,602,448,603,236,251,20,33,0,"2,671",342,5,9,11,0,0,0,15,173
2114,<5,<5,"1,689",34,356,8,130,<5,400,"1,059",796,859,265,352,54,65,<5,"2,506",335,<5,21,30,0,<5,0,19,166
2115,0,<5,989,17,324,8,184,0,454,686,504,492,120,277,40,49,<5,"1,869",91,<5,<5,19,0,9,<5,24,68
2116,<5,<5,602,16,162,<5,96,0,250,402,317,357,89,173,24,34,<5,"1,089",40,<5,<5,11,0,0,<5,17,45
2117,<5,5,"1,899",37,509,8,252,<5,692,"1,359",978,"1,169",311,533,74,140,<5,"3,312",297,6,38,24,0,5,5,32,178
2118,0,0,"2,074",36,357,11,115,0,323,"1,469","1,000","1,178",357,338,91,88,<5,"2,792",638,0,35,13,0,<5,0,20,238
2119,<5,0,792,10,119,<5,26,<5,92,226,149,228,111,60,<5,13,0,967,462,0,5,<5,0,0,0,7,72
2120,<5,0,"1,594",20,278,11,66,0,311,579,401,529,163,187,20,42,<5,"2,125",572,<5,14,14,0,0,0,11,105
2121,<5,0,"1,889",50,289,12,76,0,213,"1,115",742,"1,030",368,279,44,46,<5,"2,392",654,<5,22,19,0,0,<5,18,229
2122,6,<5,"2,680",46,438,9,170,<5,513,"1,326",948,"1,213",479,394,67,77,<5,"3,696",677,<5,56,38,0,<5,<5,30,352
2123,0,0,6,0,0,0,0,0,<5,<5,<5,6,<5,<5,0,0,0,10,0,0,0,0,0,0,0,0,<5
2124,0,0,7,0,0,0,0,0,10,<5,<5,12,<5,9,0,<5,0,23,0,0,0,0,0,0,0,<5,<5
2125,<5,0,"1,170",11,209,8,34,<5,164,400,256,381,139,109,13,31,<5,"1,462",420,<5,<5,8,0,<5,<5,<5,70
2126,<5,0,"1,501",21,237,13,57,0,200,564,340,456,177,113,18,29,0,"1,863",434,<5,12,12,0,<5,<5,6,106
2127,<5,<5,380,25,104,<5,35,0,61,684,555,473,91,121,49,53,<5,603,101,<5,11,9,0,0,0,7,55
2128,0,0,103,5,44,<5,24,0,41,195,157,170,31,58,33,23,0,212,5,0,<5,<5,0,<5,0,5,24
2130,<5,0,510,14,80,<5,30,0,201,238,195,236,72,160,14,24,0,855,75,0,7,<5,0,<5,0,<5,51
2131,<5,5,"2,246",54,361,7,145,0,480,963,758,898,268,526,56,101,6,"3,284",271,7,19,20,0,6,<5,27,178
2132,5,6,"1,249",25,242,<5,79,<5,220,425,303,423,140,190,21,25,<5,"1,701",185,0,11,8,0,7,0,13,74
2133,0,<5,"1,216",21,294,8,111,0,248,593,449,447,117,189,53,61,0,"1,774",138,<5,6,13,0,<5,<5,12,82
2134,<5,0,"1,176",23,201,<5,76,0,274,610,445,590,188,304,47,47,<5,"1,757",179,0,22,13,0,0,<5,15,129
2135,<5,<5,"1,604",25,325,8,92,0,271,796,526,768,271,285,50,53,<5,"2,188",429,0,24,22,0,<5,0,25,155
2136,<5,<5,914,11,201,<5,84,<5,211,435,323,352,101,174,26,44,<5,"1,369",113,<5,8,10,0,7,<5,18,53
2137,<5,0,"2,418",32,490,13,148,<5,369,857,629,655,188,265,38,74,<5,"3,173",606,<5,8,16,0,5,<5,18,124
2138,<5,0,884,16,170,<5,57,0,151,626,473,477,124,163,30,33,<5,"1,194",172,0,6,14,0,<5,0,10,71
2139,0,0,0,0,0,0,0,0,7,0,0,<5,<5,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2140,<5,<5,592,36,184,7,89,0,174,994,739,762,186,284,66,54,<5,"1,082",90,0,14,21,0,0,<5,15,125
2141,<5,<5,"2,206",83,727,14,433,<5,624,"1,937","1,457","1,929",563,812,218,175,6,"3,919",159,8,37,43,0,16,5,53,346
2142,<5,0,"1,786",49,894,30,592,0,"1,008","2,263","1,821","2,036",381,"1,073",368,231,6,"4,237",81,6,41,30,0,32,11,85,254
2143,<5,0,822,19,348,11,226,0,298,803,638,723,181,323,108,98,<5,"1,633",54,<5,8,12,0,6,<5,29,119
2144,<5,0,"2,611",75,"1,402",32,986,<5,"1,228","3,474","2,785","3,355",724,"1,461",615,330,6,"5,937",150,8,76,38,0,33,10,153,494
2145,7,20,"7,415",81,"2,059",65,979,<5,"2,121","5,221","3,983","3,688",830,"1,630",352,496,11,"11,966",622,16,78,97,0,37,6,157,500
2146,<5,8,"1,738",18,414,24,191,<5,407,"1,149",863,840,208,388,58,128,<5,"2,672",154,7,17,12,0,8,<5,42,146
2147,9,11,"3,856",38,949,46,422,<5,"1,204","2,416","1,853","1,790",339,"1,037",123,365,5,"6,524",244,11,24,38,0,7,9,126,186
2148,13,33,"6,301",94,"1,844",92,885,<5,"1,847","5,410","4,140","4,094",852,"2,074",404,728,8,"10,938",311,20,57,67,0,16,13,236,478
2150,<5,<5,"1,311",62,382,10,235,<5,661,"1,941","1,526","1,546",347,776,133,156,<5,"2,748",143,<5,39,37,0,8,<5,47,187
2151,<5,<5,"1,700",50,423,6,185,<5,547,"1,182",934,995,243,429,69,130,0,"2,792",319,<5,11,14,0,<5,<5,41,135
2152,<5,<5,"1,369",17,219,<5,75,<5,211,615,482,420,93,190,38,57,0,"1,839",206,0,<5,14,0,0,<5,17,55
2153,<5,<5,"5,309",62,914,29,244,<5,687,"2,242","1,614","1,706",489,534,94,150,0,"6,698","1,144",9,24,38,0,<5,<5,48,278
2154,0,<5,"3,671",43,556,12,151,0,412,"1,453","1,029","1,131",316,332,69,96,<5,"4,531","1,004",7,26,40,0,0,<5,21,193
2155,5,<5,"2,549",34,832,47,219,<5,480,"2,365","1,656","1,557",402,437,66,194,<5,"3,717",474,<5,30,31,0,<5,<5,50,224
2156,<5,<5,"1,155",9,191,6,33,0,119,317,205,226,53,62,17,27,0,"1,365",464,<5,<5,6,0,0,0,<5,37
2157,0,0,283,5,47,<5,13,0,45,160,100,83,24,34,<5,11,0,367,92,0,0,0,0,0,0,<5,15
2158,0,0,799,7,115,7,34,0,124,285,201,211,54,67,14,18,0,"1,025",202,<5,<5,<5,0,<5,0,<5,43
2159,0,0,470,<5,62,<5,15,0,50,188,137,131,32,55,6,21,0,587,172,<5,0,<5,0,0,0,0,17
2160,5,<5,"3,454",77,"1,542",47,"1,019",<5,"1,415","3,581","2,898","3,172",682,"1,525",513,472,5,"7,183",168,6,57,47,0,22,13,172,454
2161,<5,<5,"2,794",60,"1,679",74,"1,210",5,"1,579","3,529","2,923","3,089",593,"1,477",617,525,10,"6,994",99,9,51,50,0,25,18,155,403
2162,<5,<5,"1,930",32,894,40,622,0,832,"1,904","1,514","1,624",343,736,259,261,<5,"4,124",99,<5,21,24,0,10,8,64,273
2163,<5,<5,"1,066",20,592,28,461,<5,663,"1,046",897,995,215,648,137,188,5,"2,818",19,<5,12,17,0,<5,<5,54,148
2164,<5,5,"2,654",30,"1,325",32,901,0,842,"1,827","1,454","1,706",366,983,254,236,5,"5,150",105,6,15,26,0,7,9,107,228
2165,<5,12,"5,060",93,"3,599",74,"2,895",<5,"2,087","4,743","3,833","5,123","1,013","3,632",768,556,13,"12,406",135,8,59,108,0,13,6,313,666
2166,<5,19,"5,357",89,"2,631",91,"1,879",<5,"2,151","5,842","4,739","5,348","1,495","3,529",578,947,30,"12,722",122,8,67,153,0,20,11,202,"1,028"
2167,<5,<5,837,7,255,12,118,<5,232,780,608,537,97,270,47,107,<5,"1,445",43,0,6,<5,0,<5,0,24,58
2168,7,47,"3,773",56,"2,702",113,"1,902",<5,"2,488","4,783","3,875","3,881",811,"2,266",472,828,9,"10,408",54,14,45,66,<5,20,23,222,535
2170,13,37,"9,840",134,"5,090",144,"3,300",7,"4,013","9,844","7,941","7,755","1,562","4,260","1,123","1,509",14,"21,081",531,26,91,130,0,45,15,399,"1,070"
2171,<5,10,"1,753",33,"1,385",54,830,<5,680,"2,789","2,008","1,852",411,746,211,280,6,"4,010",91,6,15,27,0,10,<5,77,283
2172,0,0,130,<5,49,<5,12,0,24,80,56,67,15,18,<5,10,0,183,16,0,0,<5,0,0,0,<5,7
2173,<5,6,584,6,295,26,76,<5,138,888,667,542,121,178,32,97,0,999,57,<5,<5,13,0,0,<5,24,67
2174,0,0,69,<5,50,<5,18,0,20,165,131,103,16,35,19,23,0,160,15,0,<5,<5,0,0,0,0,9
2175,0,<5,197,0,65,<5,22,0,69,104,69,60,6,40,5,14,0,331,66,0,0,<5,0,0,<5,<5,7
2176,0,8,"5,708",50,"3,269",59,"2,246",<5,"1,716","3,846","2,859","3,570",873,"2,205",426,410,17,"11,262",258,10,19,76,0,25,17,179,590
2177,0,11,"1,471",19,998,26,732,0,701,"1,567","1,233","1,318",397,816,114,260,14,"3,683",32,<5,8,31,0,8,<5,80,276
2178,<5,<5,381,0,145,7,71,0,86,239,157,151,32,77,15,38,0,627,69,<5,<5,<5,0,<5,<5,6,20
2179,<5,<5,728,7,235,13,111,0,156,434,344,306,46,147,42,80,<5,"1,165",126,<5,<5,13,0,<5,<5,12,34
2190,<5,5,"2,640",43,"1,481",56,"1,019",0,"1,160","2,615","2,061","2,281",543,897,410,275,12,"5,735",136,8,23,48,0,31,11,84,399
2191,0,<5,794,<5,243,<5,108,0,212,407,284,305,70,133,24,38,<5,"1,250",68,<5,5,8,0,<5,<5,13,48
2192,0,0,"1,702",19,512,16,274,0,440,"1,082",838,897,205,465,110,136,6,"2,828",91,<5,13,21,<5,6,6,36,115
2193,0,<5,"1,704",14,429,8,168,0,299,770,584,609,139,318,41,90,<5,"2,453",134,<5,6,15,0,6,<5,20,78
2194,<5,<5,"2,100",33,657,14,344,0,609,"1,946","1,479","1,691",404,868,204,181,6,"3,848",183,<5,64,65,0,7,6,44,263
2195,<5,0,"1,853",58,889,42,585,<5,777,"3,220","2,691","2,985",481,"1,042",632,263,11,"4,074",74,<5,52,22,0,13,6,68,304
2196,5,5,"3,403",51,"1,583",55,"1,005",<5,"1,198","3,219","2,509","2,763",613,"1,152",471,344,13,"6,700",135,6,21,48,0,41,12,107,442
2197,0,<5,"1,077",16,463,13,320,<5,403,885,705,731,168,322,111,108,0,"2,127",49,<5,<5,13,0,10,5,25,105
2198,0,0,"1,199",9,349,18,195,0,193,702,550,529,104,184,91,94,<5,"1,802",144,0,<5,8,0,<5,0,23,77
2199,<5,6,"1,820",32,911,30,614,<5,743,"1,840","1,446","1,547",334,682,251,259,5,"3,859",106,<5,18,29,0,16,12,48,235
2200,6,<5,"3,953",84,"2,043",73,"1,325",<5,"1,440","4,843","3,998","4,100",806,"1,943",731,643,14,"8,526",223,10,38,57,0,30,5,117,604
2203,5,8,"1,385",37,332,<5,122,0,372,611,495,572,172,350,20,107,<5,"2,150",95,<5,<5,17,0,<5,<5,24,114
2204,11,17,"2,702",77,734,9,355,<5,930,"1,055",834,"1,168",354,784,48,158,<5,"4,599",165,6,7,31,<5,17,7,61,254
2205,<5,<5,"1,349",27,426,5,218,0,536,971,776,810,217,337,112,98,<5,"2,390",108,<5,12,23,0,5,8,43,146
2206,<5,<5,"2,832",22,680,10,236,0,402,861,617,646,175,273,36,77,6,"3,718",345,<5,5,18,0,13,<5,20,112
2207,<5,<5,"3,385",28,877,27,393,<5,704,"1,649","1,251","1,334",338,531,169,163,<5,"4,977",363,5,10,29,0,<5,5,41,233
2208,0,<5,"1,782",16,470,8,190,0,330,681,498,549,155,270,35,85,<5,"2,572",205,<5,15,14,0,10,<5,19,101
2209,<5,<5,"1,939",11,510,12,248,0,468,"1,061",790,838,215,405,56,120,<5,"3,051",207,<5,19,24,<5,<5,<5,28,149
2210,<5,<5,"4,168",29,952,29,463,0,"1,044","1,808","1,348","1,423",341,756,115,208,7,"6,436",533,8,50,49,0,5,6,55,228
2211,<5,<5,"2,187",19,498,13,231,<5,410,966,714,782,219,327,53,103,<5,"3,155",239,<5,10,23,0,7,<5,30,129
2212,0,<5,"1,788",20,591,22,312,0,490,"1,032",770,838,204,380,68,124,<5,"2,983",122,<5,14,23,0,5,<5,39,110
2213,<5,<5,"2,478",23,657,23,323,0,542,"1,192",890,882,224,396,64,142,0,"3,745",239,<5,9,17,0,<5,<5,33,142
2214,<5,<5,511,<5,106,<5,40,<5,48,195,147,172,50,69,6,21,0,665,61,5,0,<5,0,0,<5,<5,41
2216,<5,<5,"2,896",41,766,14,318,0,597,"1,520","1,159","1,138",235,572,104,156,5,"4,277",317,11,10,19,0,5,<5,32,142
2217,<5,<5,"2,890",27,649,11,240,0,486,"1,457","1,096",970,190,453,83,142,<5,"4,011",400,<5,9,26,0,<5,<5,33,123
2218,<5,5,"1,468",17,408,7,171,<5,314,"1,027",764,788,211,326,77,93,5,"2,267",180,5,26,21,0,<5,<5,21,129
2219,<5,<5,"1,793",10,334,8,132,0,277,562,448,376,84,207,19,81,<5,"2,414",345,<5,0,11,0,<5,<5,14,40
2220,<5,<5,"2,586",28,640,16,282,0,507,"1,980","1,443","1,653",440,647,145,168,6,"4,001",399,6,63,63,0,<5,<5,39,266
2221,0,<5,"1,520",10,363,10,127,0,246,749,540,565,136,232,24,63,<5,"2,091",400,<5,11,16,0,0,<5,16,97
2222,<5,0,"1,179",12,280,12,102,0,239,762,536,608,165,263,44,63,<5,"1,736",183,<5,10,15,<5,<5,<5,14,92
2223,<5,<5,"1,856",26,354,12,103,0,299,829,614,640,173,247,36,79,<5,"2,496",475,<5,7,18,0,<5,<5,14,110
2224,<5,16,"1,849",6,288,13,75,<5,223,612,417,423,97,181,8,79,<5,"2,321",511,<5,5,5,0,0,0,7,50
2225,0,0,413,<5,75,6,13,0,54,126,91,115,35,33,<5,14,0,509,128,0,0,<5,0,0,0,<5,14
2226,<5,5,"1,171",10,233,18,68,<5,239,426,323,374,86,144,14,57,<5,"1,622",197,<5,<5,<5,0,<5,0,15,49
2227,0,<5,"1,585",14,223,7,50,0,174,484,370,341,83,143,7,57,<5,"1,944",303,<5,0,6,0,0,0,6,47
2228,<5,<5,"2,465",24,385,8,118,<5,431,810,635,535,105,281,18,119,0,"3,321",405,<5,<5,10,0,<5,0,19,45
2229,<5,<5,"3,139",23,514,23,128,0,511,983,734,679,165,307,21,121,<5,"4,114",765,7,<5,13,0,<5,<5,22,90
2230,<5,<5,"2,425",30,315,16,85,<5,378,894,718,612,150,322,17,148,<5,"3,210",721,<5,0,9,0,<5,0,19,91
2231,<5,0,218,<5,51,<5,18,0,30,136,87,77,10,32,<5,14,0,297,23,<5,0,0,0,0,<5,<5,6
2232,6,5,"3,853",29,600,24,169,<5,634,"1,311","1,019",943,217,455,34,176,<5,"5,115",615,5,7,24,0,<5,0,50,116
2233,<5,<5,"3,490",14,547,41,123,0,351,"1,126",801,803,202,266,24,140,0,"4,266",490,10,<5,13,0,<5,<5,22,106
2234,<5,<5,"2,381",34,612,26,162,<5,437,"1,050",775,885,220,273,33,109,0,"3,229",435,12,5,19,0,<5,<5,21,128
2250,29,33,"9,264",106,"1,756",56,607,<5,"2,565","4,581","3,537","3,593",772,"1,994",189,765,5,"14,306",847,24,6,44,0,13,12,293,378
2251,6,10,"5,146",48,824,19,247,<5,921,"1,813","1,343","1,303",295,660,56,245,0,"6,918",529,9,<5,23,0,<5,7,76,152
2252,0,0,0,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,7,12,"3,046",19,605,12,268,0,915,"1,056",869,982,194,669,47,217,<5,"4,804",311,8,<5,15,0,<5,9,77,83
2257,8,27,"5,366",38,"1,018",19,415,<5,"1,241","2,041","1,679","1,677",313,"1,173",118,427,<5,"8,144",546,15,<5,35,0,5,8,151,149
2258,<5,<5,490,6,132,<5,49,0,155,320,232,277,80,133,6,46,0,801,54,<5,0,<5,0,0,<5,17,30
2259,22,58,"8,931",59,"2,412",72,"1,041",<5,"2,699","4,763","3,742","3,676",540,"2,253",206,957,8,"14,925",499,31,<5,47,0,24,16,319,220
2260,5,7,"2,695",27,421,15,130,<5,393,"1,171",854,864,232,384,22,180,<5,"3,585",442,8,<5,15,0,<5,0,49,144
2261,20,38,"8,315",74,"1,705",47,762,<5,"2,307","4,140","3,297","3,217",587,"2,089",165,834,7,"13,427",694,36,<5,44,0,13,17,276,244
2262,10,32,"3,344",25,"1,079",36,491,<5,"1,100","2,074","1,677","1,555",224,923,104,459,5,"5,959",101,11,0,10,0,11,7,182,88
2263,11,29,"4,675",32,"1,154",30,536,0,"1,633","2,017","1,694","1,696",265,"1,160",102,495,5,"8,023",198,8,<5,21,0,7,11,195,94
2264,9,9,"2,851",14,517,10,206,0,743,994,800,757,149,457,47,225,7,"4,310",246,10,<5,7,0,5,5,61,51
2265,5,<5,988,32,161,<5,62,<5,208,383,292,404,155,168,36,58,<5,"1,397",63,<5,0,<5,0,<5,0,28,119
2267,<5,0,612,<5,82,<5,37,0,104,143,107,143,34,89,9,31,<5,834,74,0,0,<5,0,0,<5,11,6
2278,0,<5,204,<5,89,7,27,0,119,193,143,162,26,79,7,41,<5,432,10,<5,0,<5,0,<5,<5,16,<5
2280,5,18,"4,209",20,854,25,324,<5,"1,043","1,441","1,142","1,214",281,689,58,282,7,"6,254",433,5,0,16,0,8,<5,120,108
2281,<5,6,"2,817",17,520,9,239,0,628,818,636,682,148,435,36,151,<5,"4,114",212,<5,<5,11,0,6,6,61,43
2282,<5,5,"2,265",14,431,7,134,0,354,684,526,584,150,277,16,101,<5,"3,005",294,<5,0,11,0,<5,<5,36,69
2283,15,38,"3,917",27,903,15,434,<5,"1,181","1,559","1,277","1,426",297,899,60,333,7,"6,374",461,<5,0,18,0,12,13,163,93
2284,<5,10,"1,681",11,427,8,181,0,656,766,631,624,129,409,48,167,0,"2,917",96,5,<5,11,0,<5,<5,64,46
2285,14,29,"3,711",32,"1,034",26,420,0,"1,197","2,212","1,715","1,607",304,846,67,461,5,"6,254",130,6,<5,23,0,13,8,134,139
2286,<5,<5,519,9,181,9,77,0,199,336,269,228,40,107,7,72,<5,927,21,<5,0,<5,0,<5,0,28,9
2287,24,48,"4,471",77,"1,237",37,489,0,"1,638","2,436","1,966","2,333",582,"1,194",137,495,6,"7,720",240,9,<5,24,0,13,14,265,350
2289,7,12,"2,408",26,406,11,154,<5,545,884,687,876,232,437,29,134,<5,"3,449",323,<5,<5,11,0,<5,5,68,137
2290,10,25,"4,889",41,"1,007",15,408,<5,"1,316","1,921","1,512","1,621",369,870,72,352,<5,"7,465",403,10,<5,14,0,5,13,178,175
2291,11,<5,"1,181",22,187,<5,55,0,375,358,279,472,181,224,20,47,<5,"1,764",292,<5,0,7,0,<5,0,30,150
2292,<5,<5,241,13,56,<5,19,0,114,163,135,190,48,126,9,38,<5,471,19,<5,0,<5,0,<5,<5,15,35
2293,0,<5,224,15,46,<5,21,0,117,123,109,145,44,97,6,26,0,440,29,<5,<5,<5,0,<5,0,16,47
2294,<5,<5,191,7,52,<5,27,0,116,120,109,138,37,104,5,32,0,407,7,0,0,0,0,0,0,13,23
2295,<5,6,"1,451",7,292,<5,126,0,638,313,247,298,69,218,9,54,<5,"2,379",67,<5,0,6,0,<5,<5,23,17
2296,<5,<5,128,7,34,0,19,0,101,120,104,172,44,124,6,28,0,318,15,0,0,0,0,<5,0,17,25
2297,<5,<5,149,9,35,<5,24,0,87,114,93,137,47,93,<5,22,0,328,13,<5,0,<5,0,0,0,12,25
2298,19,16,"1,258",44,251,6,120,0,563,548,444,766,335,398,23,117,<5,"2,235",51,<5,<5,6,0,0,<5,86,255
2299,15,12,"1,310",50,301,11,121,0,598,706,608,"1,009",344,489,79,141,0,"2,372",76,<5,0,6,0,<5,<5,100,250
2300,8,13,696,55,135,<5,57,0,589,290,256,648,246,469,8,62,0,"1,591",198,0,<5,<5,0,0,0,47,183
2301,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,0,<5,53,<5,7,0,<5,0,40,5,<5,39,15,36,0,<5,0,105,9,0,0,0,0,0,0,<5,16
2303,6,<5,"1,119",21,234,6,89,0,610,400,335,596,176,476,17,84,0,"2,131",174,<5,<5,<5,0,<5,0,48,145
2304,11,12,"1,867",45,416,11,187,0,"1,145","1,020",841,"1,258",340,839,49,220,5,"3,842",75,8,<5,16,0,9,<5,154,203
2305,6,5,"1,383",25,281,5,91,<5,416,565,441,558,160,288,22,80,0,"2,118",174,<5,<5,5,0,<5,0,53,105
2306,0,25,499,<5,259,7,147,0,625,435,392,414,34,306,31,134,0,"1,597",<5,<5,0,8,0,<5,9,74,11
2307,7,9,543,12,140,<5,56,0,216,301,245,336,86,204,21,68,<5,993,25,<5,<5,<5,0,<5,0,41,57
2308,10,6,0,5,0,0,0,0,7,<5,0,202,198,<5,0,0,0,7,0,0,0,0,0,0,0,11,260
2309,0,0,0,0,0,<5,0,0,<5,<5,<5,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
2310,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
2311,0,0,97,<5,27,<5,14,0,40,58,47,42,14,25,<5,16,0,182,28,0,0,0,0,<5,<5,<5,<5
2312,0,5,240,<5,72,<5,41,0,84,150,112,117,16,83,11,27,0,456,28,<5,0,<5,0,<5,<5,14,8
2315,<5,15,"3,060",10,461,9,212,0,554,868,670,778,133,500,44,163,<5,"4,229",450,5,5,11,0,0,<5,60,54
2316,<5,0,994,7,204,8,89,0,279,378,280,333,66,198,23,52,<5,"1,514",85,<5,0,<5,0,5,<5,27,21
2317,<5,<5,"1,521",<5,270,<5,112,0,224,387,300,279,51,180,14,47,<5,"2,011",182,<5,<5,<5,0,<5,<5,19,22
2318,<5,5,"1,375",7,402,14,146,0,363,811,622,586,115,254,30,124,0,"2,136",104,9,0,9,0,<5,<5,50,44
2319,5,10,"1,286",<5,318,6,164,0,391,553,476,452,66,306,36,120,<5,"2,138",83,<5,0,9,0,<5,<5,38,17
2320,18,39,"3,633",41,"1,057",30,458,<5,"1,521","2,471","2,026","2,168",342,"1,236",155,660,<5,"6,887",232,<5,0,20,0,9,11,236,124
2321,6,15,"1,459",14,459,21,194,<5,443,"1,029",826,768,127,358,51,216,<5,"2,518",147,<5,0,6,0,<5,10,64,39
2322,<5,16,"2,143",20,699,27,313,0,865,"1,416","1,158","1,199",217,687,75,327,<5,"4,016",84,5,<5,11,0,8,12,139,73
2323,14,26,"3,224",34,916,29,404,<5,"1,299","1,948","1,615","1,613",294,910,88,413,<5,"5,821",170,10,<5,18,0,5,7,189,130
2324,10,40,"3,934",23,"1,028",32,517,<5,"1,405","1,945","1,588","1,728",263,"1,102",116,488,<5,"6,899",358,8,0,19,0,7,10,203,82
2325,9,49,"3,718",23,"1,214",31,624,0,"1,863","2,386","2,034","2,125",253,"1,495",142,724,8,"7,693",180,11,<5,27,0,9,21,294,86
2326,<5,13,957,<5,354,12,182,0,550,645,526,570,83,429,35,162,<5,"2,090",16,<5,<5,8,0,6,11,68,19
2327,<5,16,"1,161",5,374,9,196,0,553,700,577,612,62,446,42,188,<5,"2,335",23,<5,0,6,0,6,5,86,28
2328,0,0,278,0,53,<5,21,0,60,166,141,115,8,82,7,44,<5,443,41,<5,0,<5,0,0,0,7,5
2329,<5,0,312,<5,45,<5,22,<5,82,171,126,122,21,71,9,37,0,492,37,<5,0,<5,0,<5,<5,17,7
2330,<5,29,"1,701",15,513,18,209,<5,704,"1,184","1,002","1,088",171,653,65,317,<5,"3,265",205,<5,0,16,0,5,<5,151,51
2331,0,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,5,34,"1,226",6,381,17,188,0,707,"1,135","1,013","1,015",87,754,72,386,<5,"2,876",106,9,0,12,0,<5,5,173,26
2334,0,6,264,<5,94,<5,48,0,111,242,200,192,24,122,15,61,<5,541,6,<5,0,<5,0,<5,<5,12,8
2335,<5,<5,447,5,151,6,58,0,178,352,282,245,26,145,18,92,<5,838,44,<5,0,<5,0,0,0,20,11
2336,0,<5,284,0,57,0,20,0,72,157,129,115,13,82,7,37,0,453,26,0,<5,<5,0,<5,<5,9,6
2337,<5,5,914,<5,136,<5,55,0,206,382,304,317,67,195,21,80,<5,"1,363",126,<5,0,<5,0,<5,<5,26,26
2338,0,<5,249,<5,48,0,28,0,59,95,79,79,13,57,6,15,0,385,33,<5,0,<5,0,<5,0,<5,<5
2339,0,0,82,0,17,<5,8,0,29,52,34,41,8,26,<5,10,0,144,11,0,0,0,0,<5,0,<5,<5
2340,49,232,"6,108",26,"1,409",48,651,<5,"2,021","4,142","3,269","3,511",478,"2,079",231,"1,154",10,"10,868",540,16,<5,25,0,13,11,458,167
2341,0,12,331,<5,94,<5,44,0,137,139,109,135,12,101,5,39,0,598,<5,<5,0,<5,0,<5,<5,14,<5
2342,0,0,61,0,11,0,<5,0,13,35,23,24,<5,14,<5,<5,0,89,13,0,0,0,0,0,0,0,0
2343,5,30,704,<5,157,<5,87,0,205,364,296,304,38,199,17,88,<5,"1,177",64,0,0,<5,0,<5,<5,30,15
2344,0,0,79,0,13,0,8,0,11,33,15,24,5,14,0,<5,0,103,16,0,0,0,0,0,0,0,5
2345,0,<5,98,0,19,0,11,0,24,55,34,35,8,24,<5,11,0,157,<5,0,0,0,0,0,0,<5,<5
2346,<5,16,631,<5,156,<5,84,0,225,263,213,233,29,163,13,58,<5,"1,085",31,<5,0,5,0,<5,<5,25,9
2347,0,<5,477,<5,80,<5,46,0,119,145,104,145,18,90,15,25,<5,719,27,0,0,<5,0,<5,<5,6,7
2350,57,100,"2,632",60,557,18,262,<5,"1,028","1,712","1,326","2,006",677,969,121,353,<5,"4,685",455,<5,<5,7,0,<5,<5,201,620
2351,7,<5,0,5,0,0,0,0,5,<5,<5,188,182,8,0,<5,0,7,0,0,0,0,0,0,0,<5,213
2352,0,8,436,<5,75,<5,24,<5,99,226,179,171,23,102,12,55,<5,667,21,<5,0,<5,0,<5,<5,17,10
2353,<5,0,182,<5,29,<5,13,0,31,74,48,53,9,35,5,17,0,259,<5,0,0,0,0,0,0,5,<5
2354,0,7,461,<5,78,<5,38,0,148,274,183,226,34,102,21,41,<5,737,104,0,0,<5,0,<5,<5,15,12
2355,<5,<5,107,0,24,0,13,0,33,46,28,40,<5,28,<5,9,<5,179,<5,0,0,0,0,0,<5,<5,<5
2356,<5,<5,30,0,13,0,8,0,14,20,15,19,<5,14,<5,<5,0,61,<5,0,0,0,0,0,0,<5,0
2357,7,17,753,<5,157,<5,76,0,242,315,229,295,46,194,23,72,<5,"1,232",53,<5,0,<5,0,0,<5,23,16
2358,8,12,638,<5,126,<5,61,0,180,319,229,288,55,156,17,42,<5,"1,008",59,0,0,<5,0,<5,<5,20,14
2359,0,0,123,<5,47,<5,26,0,59,76,53,76,13,35,5,12,<5,246,7,0,0,0,0,<5,<5,8,<5
2360,8,56,"2,276",11,523,25,237,0,827,"1,376","1,067","1,157",145,640,97,344,<5,"4,003",201,5,<5,<5,0,10,8,165,56
2361,<5,9,166,<5,62,<5,42,0,66,88,67,101,15,59,6,20,<5,323,22,<5,0,<5,0,0,<5,6,<5
