Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
5269,0,0,16,0,5,0,<5,0,13,17,11,16,<5,12,0,0,0,38,0,0,0,0,0,0,0,0,<5
5270,0,0,41,<5,5,<5,<5,0,<5,48,21,31,6,8,<5,0,0,45,24,0,0,0,0,0,0,0,<5
5271,0,<5,879,5,114,6,44,<5,182,547,380,411,61,258,32,69,0,"1,289",163,0,<5,5,0,0,0,26,19
5272,0,0,76,0,9,0,<5,0,13,51,33,34,<5,17,<5,<5,0,104,11,0,0,0,0,0,0,<5,<5
5273,0,0,5,0,<5,0,0,0,<5,13,9,9,0,0,<5,0,0,7,0,0,0,0,0,0,0,0,0
5275,0,<5,433,0,46,<5,14,0,82,139,103,97,22,70,7,17,0,584,63,<5,0,<5,0,0,<5,<5,<5
5276,0,0,153,0,16,<5,8,<5,27,65,41,49,11,32,<5,11,0,224,45,<5,0,0,0,0,0,<5,<5
5277,0,0,369,<5,73,0,43,0,111,217,152,162,33,118,17,27,<5,623,51,<5,0,<5,0,<5,<5,17,17
5278,0,0,53,<5,13,0,7,0,24,46,39,39,8,26,<5,13,<5,113,14,0,0,0,0,<5,0,<5,<5
5279,0,0,67,0,20,0,7,0,34,40,34,45,8,37,<5,5,0,136,<5,<5,0,0,0,<5,<5,5,<5
5280,<5,<5,"1,180",<5,217,6,101,0,385,500,367,511,140,340,36,79,<5,"1,929",118,<5,<5,8,0,0,5,34,33
5290,8,9,"3,717",30,740,22,333,<5,"1,337","2,297","1,785","1,972",431,"1,253",156,462,<5,"6,491",274,10,<5,22,0,7,7,178,142
5291,0,<5,721,5,174,8,57,0,201,510,313,346,76,172,25,46,0,"1,116",119,<5,0,<5,0,<5,<5,20,23
5301,0,0,70,0,16,<5,9,0,23,55,43,53,6,31,5,6,0,127,7,0,0,<5,0,0,<5,0,0
5302,0,0,143,0,19,0,10,0,33,50,31,32,<5,26,0,<5,<5,206,26,0,0,0,0,0,<5,<5,<5
5303,0,0,13,0,<5,<5,0,0,9,15,6,8,0,<5,0,<5,0,25,<5,0,0,0,0,0,0,0,0
5304,0,0,98,0,9,0,7,0,29,43,27,38,<5,24,5,5,0,152,10,0,0,<5,0,0,0,<5,0
5306,0,0,8,0,0,0,0,0,<5,5,<5,0,0,<5,0,<5,0,12,0,0,0,0,0,0,0,0,0
5307,0,0,126,<5,20,<5,14,0,25,53,40,56,11,28,8,<5,0,184,11,0,0,0,0,0,0,<5,0
5308,0,0,7,0,5,<5,<5,0,6,14,9,15,<5,8,<5,0,0,18,<5,0,0,<5,0,0,0,0,0
5309,0,0,23,0,6,0,<5,0,7,9,6,9,0,<5,<5,<5,<5,34,0,0,0,0,0,0,0,0,0
5310,0,0,5,0,<5,0,0,0,6,7,7,11,<5,5,<5,<5,0,13,<5,0,0,0,0,0,0,0,0
5311,0,0,31,0,12,0,6,0,28,30,24,28,<5,16,<5,5,<5,78,9,0,0,0,0,0,0,<5,<5
5320,0,0,152,0,33,0,20,0,66,43,34,42,9,45,<5,12,0,275,<5,<5,0,0,0,0,<5,<5,<5
5321,0,0,63,0,10,<5,6,0,28,15,11,24,6,26,0,<5,0,118,<5,0,0,<5,0,0,0,<5,0
5322,0,<5,136,0,28,0,11,0,31,61,44,49,6,38,0,12,0,206,15,0,0,0,0,0,<5,5,<5
5330,0,<5,646,<5,113,<5,49,0,178,295,207,245,36,168,23,40,0,996,45,<5,<5,<5,0,<5,<5,17,15
5331,0,0,52,<5,15,0,6,0,16,27,20,17,<5,16,<5,<5,<5,89,10,0,0,<5,0,0,0,<5,<5
5332,0,0,58,0,15,0,8,0,32,36,28,21,<5,21,<5,11,<5,119,<5,0,0,0,0,0,0,0,<5
5333,<5,<5,"1,013",<5,173,5,65,<5,261,428,290,373,71,195,33,65,<5,"1,512",79,5,<5,<5,0,0,<5,41,22
5340,0,0,191,<5,31,0,18,0,40,88,65,78,12,57,7,17,0,296,18,<5,0,<5,0,0,0,5,<5
5341,<5,6,"1,227",<5,255,<5,123,<5,383,672,473,681,86,474,58,112,<5,"2,062",59,<5,<5,6,0,6,5,57,28
5342,<5,<5,109,<5,29,<5,13,0,24,83,57,81,19,40,5,13,0,179,10,0,0,<5,0,0,<5,<5,<5
5343,<5,<5,882,<5,248,<5,120,<5,403,478,373,475,73,351,40,103,0,"1,681",46,<5,<5,<5,0,<5,0,53,24
5344,0,0,108,0,31,<5,13,<5,41,64,43,77,16,45,6,5,<5,192,7,0,0,<5,0,0,0,6,<5
5345,<5,9,703,9,159,<5,73,<5,209,281,211,257,47,209,28,52,<5,"1,163",53,<5,0,<5,0,<5,5,15,13
5346,0,0,51,0,17,0,7,<5,13,33,27,27,6,19,<5,7,0,88,<5,0,0,0,0,0,0,<5,<5
5350,0,0,27,0,8,<5,<5,<5,<5,25,15,25,<5,6,0,<5,0,39,8,0,0,0,0,0,0,<5,<5
5351,<5,<5,661,<5,146,7,47,<5,121,403,282,291,67,140,18,56,<5,967,42,5,0,5,0,0,0,21,18
5352,0,0,790,5,103,6,32,0,117,297,209,205,37,109,14,40,0,"1,037",107,<5,0,<5,0,<5,0,<5,11
5353,0,0,495,<5,101,<5,35,0,148,255,190,227,39,131,16,23,0,771,58,<5,0,<5,0,<5,<5,14,10
5354,0,0,92,0,22,0,9,0,41,17,15,21,<5,25,<5,<5,<5,161,<5,<5,0,0,0,<5,0,<5,<5
5355,<5,0,"1,232",6,200,12,62,<5,226,516,371,352,64,195,22,63,<5,"1,710",89,7,0,<5,0,<5,0,21,21
5356,0,0,82,<5,20,<5,7,0,25,66,45,59,9,43,<5,7,0,146,5,0,0,0,0,0,0,<5,<5
5357,0,0,83,0,24,0,12,0,40,34,23,37,<5,20,<5,5,0,148,6,0,0,<5,0,0,0,<5,0
5360,0,0,70,0,23,<5,<5,0,20,66,41,48,10,23,0,<5,0,107,25,0,0,0,0,0,<5,<5,7
5371,0,0,85,5,29,<5,10,0,16,84,43,96,39,22,<5,<5,0,128,5,<5,0,<5,0,0,0,<5,31
5372,<5,0,167,<5,69,<5,22,0,69,212,141,140,25,66,5,21,0,321,17,<5,0,<5,0,<5,0,8,7
5373,0,<5,528,8,120,<5,56,<5,164,250,192,220,34,136,8,32,0,850,56,<5,0,7,0,0,<5,20,12
5374,0,0,242,0,50,<5,23,0,90,116,79,115,15,75,8,17,<5,405,23,<5,0,0,0,<5,<5,<5,6
5381,0,0,77,0,14,<5,<5,0,32,33,18,29,<5,19,<5,<5,0,123,5,0,0,0,0,0,<5,0,<5
5400,0,0,32,<5,18,<5,7,0,23,66,44,36,9,25,<5,<5,0,83,6,0,0,<5,0,0,0,<5,<5
5401,0,0,97,0,29,0,11,0,37,91,72,64,6,37,8,19,0,187,10,0,0,<5,0,0,<5,<5,<5
5410,0,0,27,<5,12,0,5,0,28,27,22,20,<5,13,<5,<5,0,74,11,0,0,<5,0,0,0,<5,<5
5411,0,0,35,0,17,<5,5,0,12,31,23,25,5,19,<5,<5,0,67,<5,0,0,0,0,0,0,0,0
5412,0,0,236,<5,45,<5,20,0,73,84,71,80,22,53,6,20,<5,378,23,0,0,<5,0,0,0,<5,<5
5413,0,0,116,0,29,0,9,0,46,64,44,56,7,41,5,7,0,202,24,<5,0,0,0,0,0,<5,<5
5414,0,0,19,0,6,0,<5,0,7,14,8,7,0,<5,0,<5,0,33,9,0,0,0,0,0,0,0,0
5415,0,0,28,0,<5,0,<5,0,7,11,8,11,<5,<5,<5,<5,0,39,6,0,0,0,0,0,0,0,0
5416,0,0,26,0,6,0,<5,0,9,22,16,15,<5,14,0,<5,0,50,<5,0,0,0,0,0,0,0,<5
5417,<5,0,261,<5,40,<5,20,0,83,119,82,117,18,69,7,7,<5,406,38,0,0,0,0,<5,<5,12,<5
5418,0,0,16,0,<5,0,<5,0,10,13,10,10,<5,5,0,<5,0,35,<5,0,0,<5,0,0,0,<5,0
5419,0,0,40,<5,5,0,<5,0,18,15,9,15,<5,11,<5,0,0,66,<5,0,0,<5,0,0,<5,<5,0
5420,0,0,7,0,<5,0,<5,0,5,9,6,5,0,<5,<5,<5,0,17,0,0,0,0,0,0,0,0,0
5421,0,0,16,0,16,<5,11,0,38,12,8,14,<5,15,<5,<5,0,75,<5,0,0,0,0,0,0,<5,0
5422,0,<5,350,<5,93,<5,61,0,213,150,125,171,21,161,18,36,0,749,20,0,0,<5,0,0,<5,17,<5
5431,0,<5,140,0,20,0,7,0,28,45,24,47,7,24,8,<5,0,192,24,0,0,<5,0,<5,0,<5,5
5432,0,0,17,0,<5,0,<5,0,0,6,5,5,<5,<5,0,<5,0,21,<5,0,0,0,0,0,0,0,<5
5433,<5,<5,241,<5,41,0,19,0,62,65,54,75,13,70,<5,14,<5,367,17,<5,0,<5,0,0,<5,<5,5
5434,0,0,44,0,9,0,7,0,17,28,24,24,<5,24,0,<5,0,85,<5,0,0,0,0,0,0,0,<5
5440,0,0,15,0,<5,0,<5,0,6,16,12,9,0,6,<5,<5,0,29,<5,0,0,0,0,0,0,<5,<5
5451,0,0,91,0,23,0,5,0,19,38,20,29,5,24,<5,<5,0,126,12,0,0,0,0,0,0,<5,<5
5452,0,0,56,0,16,0,<5,0,11,30,16,27,<5,8,<5,<5,0,74,6,<5,0,0,0,0,0,0,0
5453,0,<5,652,<5,115,<5,45,0,158,319,221,219,38,127,16,44,0,983,102,<5,0,<5,0,0,<5,19,7
5454,0,0,59,0,14,<5,8,0,17,24,20,31,<5,24,<5,<5,0,102,<5,<5,0,<5,0,0,0,<5,0
5455,0,0,<5,0,<5,0,0,0,<5,6,<5,<5,<5,<5,<5,0,0,8,<5,0,0,0,0,0,0,<5,0
5460,0,0,68,0,32,<5,21,0,42,71,52,56,10,28,<5,8,0,158,9,0,0,<5,0,0,0,<5,0
5461,0,0,407,0,93,<5,43,0,125,183,139,154,21,101,13,38,<5,664,49,<5,0,<5,0,<5,<5,20,6
5462,0,<5,64,<5,16,0,<5,0,14,46,30,36,6,17,<5,<5,0,91,7,0,0,0,0,0,0,6,0
5464,0,0,42,0,23,<5,7,0,38,38,26,36,<5,30,<5,<5,0,112,9,0,0,0,0,0,<5,<5,0
5470,0,0,19,<5,<5,0,<5,0,9,7,<5,10,6,<5,0,0,0,30,6,0,0,0,0,0,0,<5,0
5471,0,0,8,0,7,<5,7,0,<5,8,7,13,<5,7,0,0,0,23,<5,0,0,0,0,0,<5,<5,<5
5472,0,0,33,0,9,0,<5,0,22,12,7,14,<5,15,0,0,0,66,<5,0,0,0,0,0,0,<5,<5
5473,0,0,139,<5,38,0,19,<5,55,63,50,60,8,37,6,11,<5,246,<5,0,0,<5,0,0,0,7,<5
5480,0,0,154,<5,20,0,8,0,42,43,29,38,7,26,<5,5,0,220,8,0,0,<5,0,0,0,<5,<5
5481,0,0,115,0,18,<5,10,0,32,30,16,37,10,20,<5,<5,0,168,12,<5,0,0,0,<5,<5,<5,0
5482,0,0,104,0,8,0,6,0,15,29,15,22,7,8,<5,<5,0,132,<5,0,0,0,0,0,0,<5,<5
5483,0,0,55,0,<5,0,<5,0,<5,21,14,14,<5,7,0,0,0,62,10,0,0,0,0,0,0,<5,0
5485,0,<5,90,<5,21,0,11,0,27,43,27,36,11,21,<5,<5,0,139,13,0,0,<5,0,0,0,<5,0
5490,0,0,19,0,6,0,<5,0,6,8,<5,7,<5,5,0,<5,0,32,0,0,0,0,0,0,0,<5,0
5491,0,<5,265,<5,33,<5,11,0,68,92,62,60,9,38,<5,13,<5,376,54,<5,0,<5,0,<5,<5,<5,5
5493,0,0,15,0,5,0,<5,0,12,7,7,9,<5,10,0,0,0,37,<5,0,0,0,0,0,<5,<5,<5
5495,0,0,130,0,24,0,12,0,41,28,22,46,8,41,<5,7,0,213,5,0,0,0,0,<5,<5,5,0
5501,<5,5,653,12,271,13,106,<5,318,541,376,467,76,280,22,74,0,"1,313",41,5,0,5,0,<5,<5,29,22
5502,<5,<5,168,<5,46,<5,18,0,53,108,78,92,16,52,6,18,<5,290,22,<5,0,<5,0,<5,<5,10,6
5510,0,0,17,0,5,0,<5,0,12,9,5,5,0,<5,<5,<5,0,37,<5,0,0,0,0,0,0,0,0
5520,0,0,111,<5,36,0,18,0,56,40,30,43,6,40,<5,10,0,216,7,0,0,0,0,0,<5,<5,<5
5521,0,0,35,0,12,0,9,0,15,14,10,10,<5,13,0,<5,0,67,<5,0,0,0,0,0,0,0,<5
5522,0,0,437,<5,69,<5,33,0,89,49,38,67,15,52,0,7,0,599,26,<5,0,<5,0,0,<5,11,<5
5523,<5,<5,320,<5,53,0,24,0,108,108,82,99,24,57,<5,24,<5,516,20,0,0,<5,0,<5,<5,8,8
5540,11,24,"2,614",6,728,17,338,0,"1,213","1,279","1,048","1,398",209,"1,061",104,252,8,"4,984",95,<5,6,20,0,<5,14,200,43
5550,0,0,100,<5,36,<5,21,0,64,88,74,72,10,45,11,15,<5,228,8,<5,0,<5,0,0,0,9,<5
5552,0,0,31,<5,23,0,12,0,25,25,16,28,5,24,<5,<5,0,80,<5,0,0,0,0,<5,0,<5,0
5554,<5,<5,827,0,247,5,109,0,322,465,349,456,87,286,37,86,0,"1,501",51,<5,<5,<5,0,<5,5,55,10
5555,0,0,93,0,19,0,12,0,30,31,22,30,15,12,<5,5,<5,152,8,0,0,0,0,<5,<5,<5,<5
5556,<5,0,933,7,245,5,126,0,312,292,229,349,65,282,31,67,<5,"1,599",72,<5,0,8,0,0,<5,27,6
5558,9,<5,"1,252",<5,240,<5,105,0,290,310,231,368,86,281,27,67,<5,"1,866",72,<5,0,5,0,0,<5,20,7
5560,0,0,76,0,27,<5,14,0,25,38,28,41,6,27,5,7,0,141,8,<5,0,<5,0,0,<5,<5,<5
5570,0,<5,168,0,38,0,19,0,49,25,19,46,12,42,0,6,<5,268,<5,0,0,0,0,0,0,<5,0
5571,0,0,512,0,89,0,47,<5,101,92,64,95,15,80,<5,15,<5,726,48,0,0,<5,0,<5,0,8,<5
5572,0,0,10,<5,6,0,<5,0,7,7,5,10,0,<5,0,<5,0,23,<5,0,0,0,0,0,<5,0,0
5573,<5,10,415,0,75,<5,35,<5,113,137,97,144,30,102,10,25,<5,635,38,0,<5,<5,0,<5,<5,13,5
5575,<5,0,521,<5,70,<5,29,0,121,141,103,119,27,91,13,13,<5,734,52,0,0,<5,0,<5,<5,<5,<5
5576,0,0,205,0,53,0,27,0,73,75,52,79,21,57,6,<5,0,340,19,0,0,<5,0,<5,0,7,0
5577,0,0,92,0,13,0,7,0,25,32,23,36,7,21,<5,<5,0,143,11,0,0,0,0,0,<5,<5,0
5580,0,0,55,0,12,0,<5,0,14,24,13,13,<5,7,0,<5,0,80,5,0,0,<5,0,0,<5,0,<5
5581,0,0,194,0,15,0,8,0,23,10,9,18,<5,19,<5,<5,<5,236,19,0,0,0,0,0,0,0,0
5582,0,0,188,0,26,<5,12,0,22,29,23,38,9,28,<5,8,<5,247,17,0,0,0,0,0,<5,5,<5
5583,0,0,235,<5,48,0,27,0,51,43,24,42,10,40,<5,8,0,345,15,0,0,0,0,<5,<5,<5,<5
5600,0,<5,911,<5,195,6,84,0,255,324,272,386,53,328,15,70,<5,"1,472",81,0,<5,<5,0,<5,0,49,15
5601,0,0,68,0,16,0,10,0,21,10,8,16,<5,20,0,<5,0,110,5,0,0,0,0,0,0,<5,0
5602,0,<5,238,0,41,<5,15,0,34,58,42,45,9,37,6,9,<5,328,16,0,0,<5,0,<5,<5,<5,0
5603,0,0,41,0,12,0,6,0,16,32,24,28,6,13,<5,<5,0,72,5,<5,0,0,0,0,0,0,<5
5604,0,0,48,0,9,0,<5,0,9,8,7,15,<5,12,0,<5,0,72,<5,0,0,<5,0,0,0,0,0
5605,0,0,416,<5,59,<5,29,0,58,91,60,85,27,46,5,12,0,542,42,<5,<5,<5,0,0,<5,5,8
5606,12,31,"2,025",10,392,15,160,<5,660,"1,196",947,"1,083",182,738,85,277,<5,"3,487",174,6,<5,15,0,<5,6,93,59
5607,<5,<5,428,<5,100,<5,50,<5,118,283,202,211,46,131,12,35,<5,708,68,<5,0,<5,0,<5,<5,13,6
5608,14,19,"1,916",21,648,22,352,0,997,"1,268","1,130","1,568",199,"1,295",83,409,<5,"4,246",27,6,<5,12,0,8,5,230,52
5609,0,<5,185,0,56,<5,23,0,30,129,113,102,9,66,7,43,0,316,<5,<5,0,<5,0,<5,<5,7,7
5611,0,0,<5,0,0,0,0,0,0,<5,<5,0,0,0,0,<5,0,5,0,0,0,0,0,0,0,0,0
5630,0,0,7,0,6,<5,<5,0,<5,10,<5,<5,0,<5,0,<5,0,16,0,0,0,0,0,0,0,0,0
5631,<5,0,112,<5,24,0,8,0,24,75,56,45,9,18,<5,9,0,163,35,0,0,0,0,0,0,<5,<5
5632,0,0,8,0,5,0,<5,0,<5,18,7,10,0,<5,<5,0,0,13,<5,0,0,0,0,0,0,0,0
5633,0,0,27,0,<5,0,<5,0,9,30,22,19,<5,8,<5,<5,0,45,<5,<5,0,0,0,0,0,0,<5
5640,0,0,158,0,17,0,6,0,25,64,40,37,7,22,<5,6,0,207,40,0,0,<5,0,0,0,<5,<5
5641,0,0,136,<5,11,0,7,0,12,47,31,32,<5,17,<5,<5,0,166,19,0,0,0,0,0,0,<5,<5
5642,0,0,9,0,<5,0,0,0,10,11,6,10,<5,<5,<5,<5,0,22,<5,0,0,0,0,0,0,0,<5
5650,0,0,11,0,<5,0,0,0,5,9,7,<5,0,<5,<5,<5,0,17,0,0,0,0,0,0,0,0,0
5651,0,0,5,0,0,0,0,0,<5,5,<5,<5,0,<5,<5,0,0,8,0,0,0,0,0,0,0,0,0
5652,0,0,99,0,6,0,<5,0,12,54,32,26,5,10,5,<5,0,121,7,0,0,0,0,0,0,<5,0
5653,0,0,<5,0,0,0,0,0,0,5,<5,<5,0,<5,<5,0,0,<5,<5,0,0,0,0,0,0,0,0
5654,0,0,32,0,5,0,<5,0,10,19,14,11,0,9,0,<5,0,52,<5,0,0,<5,0,0,0,0,0
5655,0,0,5,0,0,0,0,0,<5,12,9,6,0,<5,0,<5,0,12,0,0,0,0,0,0,<5,0,0
5660,0,0,<5,0,0,0,0,0,0,<5,<5,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
5661,0,0,14,0,<5,0,<5,0,<5,8,7,5,0,<5,<5,0,0,21,<5,0,0,0,0,0,0,0,0
5670,0,0,50,<5,10,<5,<5,0,28,38,29,40,7,22,<5,<5,0,94,8,<5,0,<5,0,0,<5,0,0
5671,0,0,14,0,<5,0,<5,0,6,9,5,9,<5,9,0,<5,0,29,<5,0,0,0,0,0,0,0,<5
5680,0,<5,285,<5,44,0,26,0,59,132,98,119,22,74,8,15,0,420,29,<5,0,0,0,0,0,<5,<5
5690,8,23,381,<5,72,<5,31,0,146,338,283,420,23,342,38,76,<5,722,27,<5,0,5,0,0,0,43,<5
5700,30,50,"1,602",6,432,13,220,0,738,"1,058",924,"1,275",150,979,102,356,<5,"3,293",61,<5,0,<5,0,<5,<5,163,31
5701,0,0,<5,0,<5,0,0,0,<5,5,<5,<5,0,<5,0,<5,0,7,0,0,0,0,0,0,0,<5,0
5710,<5,7,170,0,51,<5,21,0,56,136,110,120,19,72,10,30,0,309,9,0,0,0,0,0,0,16,<5
5719,0,0,6,0,<5,0,<5,0,<5,<5,<5,<5,0,<5,0,0,0,10,0,0,0,0,0,0,0,0,0
5720,0,0,6,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,8,0,0,0,0,0,0,0,0,0
5722,0,0,77,0,15,0,7,0,28,18,18,33,<5,34,<5,5,0,136,<5,0,0,0,0,<5,0,<5,0
5723,<5,8,303,<5,43,<5,31,0,136,143,122,265,9,241,18,41,<5,584,8,0,0,<5,0,0,0,26,0
5724,0,0,19,0,<5,0,<5,0,8,<5,<5,10,0,8,<5,0,0,33,0,0,0,0,0,0,0,0,0
5725,0,<5,18,<5,24,<5,6,0,19,123,108,93,6,47,5,28,0,89,0,<5,0,0,0,0,0,8,<5
5730,0,<5,9,0,<5,0,<5,0,<5,6,5,10,0,10,<5,0,0,18,<5,<5,0,0,0,0,0,<5,0
5731,0,0,<5,0,<5,0,<5,0,<5,12,8,19,0,12,0,<5,0,9,<5,0,0,0,0,0,0,<5,0
5732,0,<5,11,0,7,0,5,0,13,28,26,48,<5,46,<5,6,0,49,0,0,0,<5,0,0,0,<5,0
5733,<5,<5,16,0,6,<5,<5,0,10,10,8,16,<5,12,<5,<5,0,32,0,0,0,0,0,0,0,0,0
5734,<5,6,6,0,<5,0,0,0,10,18,11,18,0,19,<5,<5,0,25,0,0,0,0,0,0,0,0,0
5942,0,0,<5,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,0,<5,0
5960,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
6000,<5,<5,400,28,54,<5,23,0,315,315,261,659,142,483,15,52,0,899,62,5,<5,<5,0,0,0,41,76
6001,0,0,<5,<5,<5,0,0,0,<5,<5,<5,13,<5,7,0,<5,0,5,0,0,0,0,0,0,0,<5,0
6003,0,0,206,22,28,0,15,0,140,84,73,325,80,263,<5,19,<5,447,32,<5,5,<5,0,<5,0,14,24
6004,<5,0,465,21,48,<5,17,0,238,164,140,422,86,352,16,21,0,817,86,<5,<5,<5,0,0,0,23,35
6005,<5,0,315,18,31,0,14,0,123,91,73,194,69,139,<5,16,0,513,33,<5,0,5,0,0,0,8,30
6006,0,<5,775,24,99,<5,26,0,189,181,146,315,102,193,7,25,0,"1,043",100,<5,<5,<5,0,<5,0,17,70
6007,<5,0,517,18,48,<5,15,0,107,118,98,272,139,123,<5,14,0,694,100,<5,0,<5,0,<5,0,44,59
6008,<5,0,977,40,119,<5,22,<5,361,258,222,457,174,247,<5,32,0,"1,486",355,<5,<5,9,0,0,0,14,108
6009,56,<5,785,53,109,<5,19,0,143,205,161,587,394,124,6,24,0,997,501,0,0,0,0,0,0,21,293
6010,0,6,"1,179",26,144,0,25,<5,304,246,204,354,132,154,6,33,0,"1,586",583,<5,0,11,0,0,0,13,98
6011,<5,<5,369,13,52,<5,6,0,52,94,79,160,54,62,<5,12,0,450,302,0,0,0,0,0,0,<5,35
6012,<5,7,644,16,77,<5,25,0,236,167,138,250,90,141,6,28,0,981,209,<5,<5,<5,0,<5,<5,8,44
6014,5,<5,"1,321",18,187,6,31,0,215,396,325,516,170,223,16,53,0,"1,688",504,<5,<5,<5,0,<5,0,19,94
6015,0,0,402,<5,49,<5,<5,0,21,64,54,121,47,33,<5,7,0,429,343,<5,0,0,0,0,0,<5,36
6016,0,0,650,20,108,<5,49,0,222,297,249,357,99,220,13,40,0,"1,049",60,<5,<5,<5,0,<5,0,18,49
6017,<5,<5,373,<5,53,0,23,0,158,217,181,294,48,219,23,38,0,650,28,0,<5,<5,0,0,0,13,23
6018,7,16,"3,734",48,507,20,143,<5,745,"1,196",992,"1,325",383,684,51,187,<5,"5,085",861,6,<5,12,0,0,<5,76,186
6019,<5,7,"1,509",38,183,5,57,0,239,597,509,708,192,439,20,104,0,"2,055",400,7,0,7,0,0,0,25,101
6020,<5,<5,"2,015",14,250,12,55,0,207,446,363,565,162,272,9,58,<5,"2,423",704,0,0,5,0,<5,<5,23,65
6021,5,<5,"2,531",26,434,11,105,<5,481,797,619,830,214,454,33,138,<5,"3,458",336,<5,<5,13,0,9,<5,44,73
6022,<5,0,617,7,98,<5,34,0,83,256,207,229,62,96,11,37,<5,809,73,<5,0,<5,0,<5,0,10,26
6023,<5,0,"1,418",14,222,9,28,0,177,466,353,510,155,204,10,50,0,"1,743",359,<5,0,7,0,0,<5,20,69
6024,<5,7,"1,668",20,223,7,50,0,203,567,454,599,149,338,25,72,<5,"2,111",228,7,0,5,0,0,<5,34,46
6025,5,<5,"2,790",32,434,16,115,<5,411,"1,250","1,025","1,263",327,643,40,219,5,"3,782",422,6,<5,11,0,6,<5,75,147
6026,<5,<5,"2,487",21,352,9,74,<5,277,719,543,755,235,347,18,92,<5,"3,047",267,6,<5,7,0,0,<5,36,74
6027,5,9,"3,478",88,613,23,164,<5,744,"1,924","1,534","2,045",575,"1,072",73,324,8,"5,136",439,10,5,14,0,<5,5,143,233
6028,0,<5,"1,247",23,288,10,65,<5,218,878,681,810,217,338,26,134,0,"1,780",154,5,0,<5,0,<5,<5,41,104
6029,0,0,216,<5,25,0,<5,0,15,39,30,66,22,25,<5,7,0,249,107,0,0,<5,0,0,0,<5,11
6030,5,28,"3,072",47,710,35,260,7,795,"2,958","2,468","2,595",499,"1,425",147,642,0,"5,328",340,11,6,24,0,<5,8,244,186
6031,<5,<5,550,12,250,15,76,<5,247,"1,324","1,069",925,173,428,59,235,0,"1,271",69,<5,0,5,0,<5,<5,72,80
6032,0,0,6,<5,<5,0,0,0,<5,8,<5,8,<5,5,0,<5,0,12,8,0,0,0,0,0,0,<5,0
6033,0,0,19,0,7,0,<5,0,9,22,18,20,<5,12,<5,5,0,40,10,0,0,<5,0,0,0,0,<5
6034,0,0,25,<5,13,0,8,0,15,135,114,70,9,31,9,30,0,87,8,0,0,0,0,0,<5,<5,6
6035,<5,<5,746,6,170,9,63,0,179,730,620,492,65,288,43,182,<5,"1,304",68,<5,0,5,0,<5,<5,46,23
6036,<5,12,585,23,249,11,89,<5,292,"1,351","1,124","1,002",183,512,68,284,0,"1,460",88,<5,5,<5,0,<5,<5,83,76
6037,<5,<5,338,<5,61,<5,23,0,86,206,169,207,29,137,18,49,<5,552,36,<5,0,0,0,<5,0,21,7
6038,<5,<5,132,5,69,<5,21,0,48,510,449,319,48,139,23,121,0,376,22,0,<5,0,0,0,0,22,28
6041,0,0,266,<5,56,<5,25,0,58,99,73,95,14,60,8,20,0,395,32,0,0,<5,0,0,<5,6,<5
6042,0,0,22,0,<5,0,<5,0,0,<5,<5,5,<5,5,0,<5,0,28,<5,0,0,0,0,0,0,0,0
6043,0,0,50,0,7,<5,<5,0,9,12,13,9,<5,8,<5,<5,0,68,11,0,0,0,0,0,0,<5,0
6044,0,0,215,0,29,0,18,0,42,59,48,58,9,55,<5,10,0,305,32,<5,0,<5,0,0,0,<5,<5
6050,<5,<5,"1,378",31,122,5,26,0,242,283,228,599,244,287,8,47,<5,"1,762",275,<5,0,8,0,0,0,25,162
6051,0,6,904,39,82,<5,38,0,374,495,430,764,180,491,28,102,<5,"1,547",108,<5,<5,5,0,<5,0,44,91
6052,<5,11,"1,066",20,170,<5,63,<5,252,432,360,559,158,320,20,78,0,"1,565",96,<5,5,5,0,<5,<5,36,66
6053,7,7,"1,533",17,200,6,73,0,291,545,452,696,177,414,24,89,<5,"2,126",116,5,5,5,0,<5,<5,40,71
6054,10,20,"2,322",35,424,11,148,<5,723,"1,343","1,137","1,478",321,902,77,306,<5,"3,839",118,7,<5,17,0,11,<5,143,114
6055,5,13,"1,248",26,291,10,104,<5,389,"1,311","1,051","1,077",199,561,79,188,0,"2,101",135,5,<5,6,0,<5,0,83,66
6056,11,72,"4,553",47,829,39,309,<5,"1,287","2,725","2,281","3,032",539,"1,904",139,629,9,"7,383",346,17,5,33,0,18,14,309,141
6057,<5,8,"1,621",19,292,10,83,0,305,"1,062",877,873,136,491,44,210,<5,"2,382",109,9,0,12,0,5,<5,52,44
