LGA,LGA name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
59100,Wickepin (S),0,0,73,0,16,0,8,14,18,55,44,40,<5,23,<5,5,0,120,0,0,0,0,0,<5,<5,0
59170,Williams (S),0,<5,82,0,12,0,5,19,20,46,36,26,<5,8,<5,9,0,119,0,0,0,0,0,0,<5,0
59250,Wiluna (S),5,7,23,0,6,<5,5,0,16,58,56,89,<5,71,6,16,0,71,0,0,<5,0,0,0,7,0
59310,Wongan-Ballidu (S),0,<5,121,0,26,<5,9,18,49,87,69,68,12,46,<5,13,0,214,0,0,0,0,<5,<5,<5,<5
59320,Woodanilling (S),0,0,27,0,6,0,<5,7,18,20,14,24,<5,15,<5,5,0,60,0,0,0,0,0,0,<5,0
59330,Wyalkatchem (S),<5,<5,101,0,17,0,12,9,28,34,27,38,<5,27,<5,7,0,156,0,0,0,0,<5,0,<5,<5
59340,Wyndham-East Kimberley (S),20,109,245,<5,82,<5,54,18,346,664,593,805,28,555,83,214,0,976,<5,0,<5,0,<5,0,67,<5
59350,Yalgoo (S),<5,0,12,0,<5,0,<5,<5,9,21,20,40,<5,19,0,11,0,39,0,0,<5,0,0,0,12,0
59360,Yilgarn (S),0,<5,112,0,11,0,<5,6,36,55,45,64,<5,54,<5,15,0,186,0,0,0,0,<5,<5,<5,<5
59370,York (S),<5,6,627,<5,93,<5,51,70,141,221,184,198,24,141,17,50,0,928,<5,0,<5,0,<5,<5,10,8
59399,Unincorporated WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60210,Break O'Day (M),<5,8,"1,319",6,312,<5,195,81,487,477,371,582,145,507,44,75,9,"2,378",<5,<5,9,0,6,<5,43,16
60410,Brighton (M),7,20,"1,536",9,800,21,455,38,"1,279","2,079","1,679","1,542",254,882,147,572,<5,"4,328",10,0,12,0,11,16,231,62
60610,Burnie (C),21,22,"2,652",28,778,17,469,143,"1,313","1,719","1,371","1,683",414,"1,068",126,325,<5,"5,340",13,6,18,0,8,8,205,122
60810,Central Coast (M),9,20,"3,765",16,834,16,445,187,"1,218","1,601","1,222","1,482",391,928,106,280,15,"6,257",7,<5,20,0,10,19,109,93
61010,Central Highlands (M),0,0,360,0,106,<5,81,22,200,184,133,174,32,114,24,16,<5,713,0,0,0,0,<5,0,13,<5
61210,Circular Head (M),<5,16,937,7,208,6,110,69,337,681,483,470,87,283,37,103,<5,"1,654",5,0,6,0,<5,<5,37,15
61410,Clarence (C),13,33,"7,675",72,"1,590",42,706,825,"2,428","3,803","2,927","3,214",845,"1,645",197,725,15,"12,437",16,<5,26,0,15,19,340,267
61510,Derwent Valley (M),5,10,"1,469",9,428,5,238,35,852,991,777,831,148,541,83,209,13,"3,083",6,0,<5,0,6,8,85,39
61610,Devonport (C),9,36,"3,961",32,"1,111",17,655,206,"1,800","2,312","1,841","1,992",453,"1,335",156,510,5,"7,746",5,5,22,0,8,18,248,107
61810,Dorset (M),0,<5,"1,207",10,233,7,131,103,371,522,393,518,126,340,36,79,5,"1,981",<5,0,<5,0,5,7,57,17
62010,Flinders (M),0,<5,141,<5,14,0,7,28,40,52,29,55,10,48,<5,5,0,214,0,0,0,0,0,0,5,<5
62210,George Town (M),5,<5,"1,100",9,313,6,177,38,545,591,496,632,129,443,64,145,6,"2,215",8,<5,12,0,<5,6,87,18
62410,Glamorgan/Spring Bay (M),0,<5,"1,008",<5,166,<5,99,102,248,293,210,271,70,202,20,53,<5,"1,526",<5,<5,7,0,0,<5,<5,6
62610,Glenorchy (C),17,42,"6,537",82,"1,746",35,863,203,"3,350","4,529","3,607","4,099",842,"2,468",381,966,18,"13,007",27,8,39,0,15,22,524,295
62810,Hobart (C),21,8,"4,689",213,624,12,228,"1,063","1,649","1,865","1,473","3,128","1,441","1,541",92,243,<5,"7,380",6,<5,22,0,<5,<5,260,810
63010,Huon Valley (M),8,21,"2,456",28,581,12,288,183,"1,044","1,450","1,082","1,356",384,802,119,187,7,"4,450",6,0,16,0,7,12,96,61
63210,Kentish (M),<5,<5,949,9,275,<5,161,62,439,498,361,510,147,314,37,58,<5,"1,779",<5,0,7,0,<5,6,40,20
63410,King Island (M),0,0,201,0,14,0,<5,34,30,86,62,53,8,35,<5,10,0,267,0,0,<5,0,0,<5,<5,<5
63610,Kingborough (M),5,12,"4,648",47,760,18,283,564,"1,171","2,474","1,829","2,039",661,876,136,329,9,"6,939",<5,<5,22,0,13,5,109,235
63810,Latrobe (M),8,7,"1,885",12,397,7,218,109,454,754,553,626,161,402,45,128,<5,"2,940",<5,0,14,0,5,8,37,37
64010,Launceston (C),41,59,"8,590",155,"1,958",40,"1,081",566,"3,155","5,413","4,277","6,177","1,682","3,668",519,"1,107",15,"15,711",22,<5,56,0,23,21,762,794
64210,Meander Valley (M),<5,18,"3,047",24,615,10,310,188,843,"1,421","1,039","1,181",335,677,91,207,5,"4,817",6,0,23,0,7,10,101,74
64610,Northern Midlands (M),<5,9,"2,003",9,408,10,235,126,567,975,729,795,172,506,64,158,<5,"3,259",<5,0,15,0,5,5,60,44
64810,Sorell (M),5,12,"1,932",15,552,7,269,110,851,"1,290",976,993,211,595,68,231,6,"3,620",9,0,8,0,6,7,91,60
65010,Southern Midlands (M),<5,5,780,5,301,9,154,45,450,539,372,423,85,228,33,91,6,"1,606",<5,0,<5,0,5,8,33,18
65210,Tasman (M),0,<5,476,5,125,<5,69,34,238,180,134,179,50,133,10,26,0,896,<5,0,<5,0,<5,<5,7,6
65410,Waratah/Wynyard (M),6,20,"2,346",12,611,15,313,115,921,"1,080",870,917,241,603,78,217,11,"4,182",6,<5,14,0,7,10,83,53
65610,West Coast (M),0,<5,588,<5,176,<5,114,11,295,324,279,406,45,345,27,71,<5,"1,214",<5,0,<5,0,5,<5,27,8
65810,West Tamar (M),7,10,"3,489",52,654,16,329,261,844,"1,642","1,217","1,514",408,849,119,224,6,"5,367",5,0,21,0,<5,12,111,93
69399,Unincorporated Tas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70200,Alice Springs (T),52,138,"1,102",12,334,8,173,99,"1,151","1,866","1,618","1,901",114,"1,243",171,478,0,"3,151",10,<5,6,0,<5,<5,166,45
70420,Barkly (R),21,140,246,0,123,6,88,<5,453,938,828,"1,578",7,"1,086",280,224,0,"1,176",<5,0,6,0,<5,0,162,<5
70540,Belyuen (S),0,10,6,0,<5,0,0,0,20,28,25,74,<5,60,6,12,0,47,0,0,0,0,0,0,9,0
70620,Central Desert (R),8,105,153,0,72,<5,54,0,239,661,586,"1,113",6,784,174,143,0,724,0,0,6,0,<5,<5,114,0
70700,Coomalie (S),6,20,114,<5,23,<5,14,13,76,101,92,128,12,88,6,42,0,270,<5,0,<5,0,0,0,20,0
71000,Darwin (C),60,177,"3,980",77,"1,007",25,362,435,"1,999","3,746","3,124","3,544",379,"2,334",201,742,10,"7,653",17,11,27,0,10,<5,289,167
71300,East Arnhem (R),45,269,190,<5,175,<5,154,<5,697,"1,628","1,378","2,403",16,"1,749",383,324,0,"1,672",<5,0,6,0,<5,0,194,0
72200,Katherine (T),13,88,450,0,157,8,81,27,568,822,723,921,36,571,101,180,<5,"1,384",<5,<5,<5,0,<5,0,105,11
72300,Litchfield (M),12,30,984,12,310,11,100,118,431,911,741,811,68,497,44,171,0,"1,823",10,0,7,0,0,<5,38,25
72330,MacDonnell (R),36,184,190,0,94,0,80,0,422,841,743,"1,608",13,"1,149",234,161,0,"1,039",<5,0,5,0,0,0,189,0
72800,Palmerston (C),33,124,"1,077",22,527,33,193,62,750,"2,374","2,088","1,756",137,"1,009",121,623,<5,"2,963",<5,<5,10,0,<5,<5,169,43
73600,Roper Gulf (R),19,260,204,0,77,<5,48,<5,408,947,816,"1,631",8,"1,096",281,175,0,"1,002",<5,0,<5,0,0,0,176,<5
74050,Tiwi Islands (R),18,126,63,<5,48,0,38,<5,246,329,267,692,<5,500,98,50,0,480,0,0,<5,0,0,0,93,0
74550,Victoria Daly (R),6,110,116,0,44,<5,32,<5,110,364,317,569,6,352,96,71,0,395,<5,0,0,0,0,0,64,0
74560,Wagait (S),0,<5,65,0,14,0,<5,<5,20,23,17,24,<5,19,0,5,0,95,0,0,0,0,<5,0,<5,0
74660,West Arnhem (R),10,163,102,0,91,5,69,0,358,901,756,"1,656",5,"1,150",302,116,0,796,0,0,<5,0,0,0,173,0
74680,West Daly (R),9,114,65,0,33,<5,19,0,210,600,528,866,<5,537,209,86,0,462,0,0,<5,0,0,0,82,0
79399,Unincorporated NT,<5,11,200,<5,59,<5,35,<5,143,254,212,258,16,179,26,34,<5,464,<5,0,<5,0,0,<5,20,<5
89399,Unincorporated ACT,76,139,"25,183",468,"5,734",224,"1,433","5,248","8,438","15,858","12,918","14,177","4,088","6,198",708,"2,699",13,"40,471",75,59,105,0,28,23,898,"2,645"
99399,Unincorp. Other Territories,<5,8,101,0,30,<5,22,<5,36,70,61,n.p.,9,47,<5,14,0,176,0,0,0,0,0,0,12,<5
Unknown,Unknown,67,50,"91,953",212,"1,720",77,960,619,"8,665","6,757","5,639","7,373","1,924","3,427",579,"1,584",<5,"13,390",28,33,49,358,243,250,777,"1,502"
 Total ,,"7,663","20,754","2,570,072","36,147","611,209","17,880","264,266","285,959","772,313","1,494,622","1,174,018","1,417,984","356,800","759,292","96,993","258,463","3,230","4,151,075","7,088","5,615","16,563",376,"5,490","5,326","103,798","155,802"
